id,tr_sentence,de_translation,de_prompt,level,topic,subtopic,grammar_focus,difficulty,tr_tokens,cloze_tr,cloze_answer,alt_translations_de,register,tags
"344","Restaurant","A2","Hesabı ödemek istiyorum, pos cihazınız var mı?","Ich möchte die Rechnung bezahlen, haben Sie ein Kartenlesegerät?","hesabı ödemek istiyorum pos cihazınız var mı","ich möchte die rechnung bezahlen haben sie ein kartenlesegerät","Var/Yok","restaurant|geld|frage|a2","2","gemini_batch_301_450","1"
"345","Restaurant","A1","İki bardak çay ve bir porsiyon baklava lütfen.","Zwei Gläser Tee und eine Portion Baklava bitte.","iki bardak çay ve bir porsiyon baklava lütfen","zwei gläser tee und eine portion baklava bitte","Zahlwörter","restaurant|essen|a1","1","gemini_batch_301_450","1"
"346","Restaurant","A2","Garson bey, masamıza biraz daha ekmek getirebilir misiniz?","Herr Kellner, können Sie etwas mehr Brot an unseren Tisch bringen?","garson bey masamıza biraz daha ekmek getirebilir misiniz","herr kellner können sie etwas mehr brot an unseren tisch bringen","Möglichkeitsform Frage","restaurant|essen|frage|a2","2","gemini_batch_301_450","1"
"347","Restaurant","A1","Sizin en meşhur yemeğiniz hangisi, ne tavsiye edersiniz?","Welches ist Ihr berühmtestes Gericht, was empfehlen Sie?","sizin en meşhur yemeğiniz hangisi ne tavsiye edersiniz","welches ist ihr berühmtestes gericht was empfehlen sie","Aorist Frage","restaurant|essen|frage|a1","1","gemini_batch_301_450","1"
"348","Restaurant","A2","Bu salatanın içinde ceviz veya badem var mı?","Gibt es in diesem Salat Walnüsse oder Mandeln?","bu salatanın içinde ceviz veya badem var mı","gibt es in diesem salat walnüsse oder mandeln","Var/Yok","restaurant|essen|frage|a2","2","gemini_batch_301_450","1"
"349","Restaurant","A1","Tatlı yemek için midemde hiç yer kalmadı.","In meinem Magen ist gar kein Platz mehr für Dessert geblieben.","tatlı yemek için midemde hiç yer kalmadı","in meinem magen ist gar kein platz mehr für dessert geblieben","Präteritum Negation","restaurant|essen|a1","1","gemini_batch_301_450","1"
"350","Restaurant","A2","Cam kenarında boş bir masanız bulunuyor mu?","Haben Sie einen freien Tisch am Fenster?","cam kenarında boş bir masanız bulunuyor mu","haben sie einen freien tisch am fenster","Präsens Frage","restaurant|ort|frage|a2","2","gemini_batch_301_450","1"
"351","Reisen","A1","Uçağımızın kalkış saatini ekrandan kontrol edelim mi?","Sollen wir die Abflugzeit unseres Fluges auf dem Bildschirm überprüfen?","uçağımızın kalkış saatini ekrandan kontrol edelim mi","sollen wir die abflugzeit unseres fluges auf dem bildschirm überprüfen","Optativ Frage","reisen|zeit|frage|a1","1","gemini_batch_301_450","1"
"352","Reisen","A2","Pasaport kontrolünden geçmek için uzun süre bekledik.","Wir haben lange gewartet, um durch die Passkontrolle zu gehen.","pasaport kontrolünden geçmek için uzun süre bekledik","wir haben lange gewartet um durch die passkontrolle zu gehen","Postposition için","reisen|ort|a2","2","gemini_batch_301_450","1"
"353","Reisen","A1","Bavulum çok ağır, taşımama yardım edebilir misiniz?","Mein Koffer ist sehr schwer, können Sie mir beim Tragen helfen?","bavulum çok ağır taşımama yardım edebilir misiniz","mein koffer ist sehr schwer können sie mir beim tragen helfen","Möglichkeitsform Frage","reisen|problem|frage|a1","1","gemini_batch_301_450","1"
"354","Reisen","A2","Tren istasyonuna gitmek için hangi otobüse binmeliyim?","In welchen Bus muss ich einsteigen, um zum Bahnhof zu fahren?","tren istasyonuna gitmek için hangi otobüse binmeliyim","in welchen bus muss ich einsteigen um zum bahnhof zu fahren","Notwendigkeit -meli/-malı","reisen|frage|a2","2","gemini_batch_301_450","1"
"355","Reisen","A1","Otel rezervasyonumu internet üzerinden dün akşam yaptım.","Meine Hotelreservierung habe ich gestern Abend über das Internet gemacht.","otel rezervasyonumu internet üzerinden dün akşam yaptım","meine hotelreservierung habe ich gestern abend über das internet gemacht","Präteritum","reisen|hotel|a1","1","gemini_batch_301_450","1"
"356","Reisen","A2","Şehir merkezindeki müzeleri gezmek için rehber kiraladık.","Wir haben einen Führer gemietet, um die Museen im Stadtzentrum zu besichtigen.","şehir merkezindeki müzeleri gezmek için rehber kiraladık","wir haben einen führer gemietet um die museen im stadtzentrum zu besichtigen","Akkusativ -i/-ı","reisen|ort|a2","2","gemini_batch_301_450","1"
"357","Reisen","A1","Tatilimiz haftaya başlıyor, bunun için çok heyecanlıyım.","Unser Urlaub beginnt nächste Woche, darüber bin ich sehr aufgeregt.","tatilimiz haftaya başlıyor bunun için çok heyecanlıyım","unser urlaub beginnt nächste woche darüber bin ich sehr aufgeregt","Präsens -yor","reisen|zeit|a1","1","gemini_batch_301_450","1"
"358","Reisen","A2","Otobüs biletini iptal etmek için ekstra ücret öder miyim?","Zahle ich eine zusätzliche Gebühr, um das Busticket zu stornieren?","otobüs biletini iptal etmek için ekstra ücret öder miyim","zahle ich eine zusätzliche gebühr um das busticket zu stornieren","Aorist Frage","reisen|geld|frage|a2","2","gemini_batch_301_450","1"
"359","Reisen","A1","Deniz kenarında yürüyüş yapmak bana çok iyi geldi.","Ein Spaziergang am Meer hat mir sehr gut getan.","deniz kenarında yürüyüş yapmak bana çok iyi geldi","ein spaziergang am meer hat mir sehr gut getan","Dativ -e/-a","reisen|freizeit|a1","1","gemini_batch_301_450","1"
"360","Reisen","A2","Buradan havalimanına taksi ile gitmek ne kadar sürer?","Wie lange dauert es, von hier mit dem Taxi zum Flughafen zu fahren?","buradan havalimanına taksi ile gitmek ne kadar sürer","wie lange dauert es von hier mit dem taxi zum flughafen zu fahren","Aorist Frage","reisen|zeit|frage|a2","2","gemini_batch_301_450","1"
"361","Arbeit","A1","Yarınki sabah toplantısına herkes katılmak zorunda mı?","Muss jeder an der morgigen Morgenbesprechung teilnehmen?","yarınki sabah toplantısına herkes katılmak zorunda mı","muss jeder an der morgigen morgenbesprechung teilnehmen","Fragepartikel mı/mi","arbeit|zeit|frage|a1","1","gemini_batch_301_450","1"
"362","Arbeit","A2","Patron projeyi yarına kadar bitirmemizi kesinlikle istiyor.","Der Chef will unbedingt, dass wir das Projekt bis morgen beenden.","patron projeyi yarına kadar bitirmemizi kesinlikle istiyor","der chef will unbedingt dass wir das projekt bis morgen beenden","Postposition kadar","arbeit|zeit|a2","2","gemini_batch_301_450","1"
"363","Arbeit","A1","Bilgisayarımın ekranı bozuldu, teknik servisi arayabilir misin?","Der Bildschirm meines Computers ist kaputt, kannst du den technischen Dienst anrufen?","bilgisayarımın ekranı bozuldu teknik servisi arayabilir misin","der bildschirm meines computers ist kaputt kannst du den technischen dienst anrufen","Möglichkeitsform Frage","arbeit|problem|frage|a1","1","gemini_batch_301_450","1"
"364","Arbeit","A2","Maaşıma bu ay küçük bir zam yapılacağını öğrendim.","Ich habe erfahren, dass mein Gehalt diesen Monat eine kleine Erhöhung bekommt.","maaşıma bu ay küçük bir zam yapılacağını öğrendim","ich habe erfahren dass mein gehalt diesen monat eine kleine erhöhung bekommt","Objektsatz -ecek","arbeit|geld|a2","3","gemini_batch_301_450","1"
"365","Arbeit","A1","Öğle molasında genellikle şirket kafeteryasında yemek yerim.","In der Mittagspause esse ich normalerweise in der Firmenkantine.","öğle molasında genellikle şirket kafeteryasında yemek yerim","in der mittagspause esse ich normalerweise in der firmenkantine","Aorist","arbeit|essen|a1","1","gemini_batch_301_450","1"
"366","Arbeit","A2","Yeni iş arkadaşımızla tanıştın mı, sence nasıl biri?","Hast du unseren neuen Kollegen kennengelernt, was für ein Mensch ist er deiner Meinung nach?","yeni iş arkadaşımızla tanıştın mı sence nasıl biri","hast du unseren neuen kollegen kennengelernt was für ein mensch ist er deiner meinung nach","Präteritum Frage","arbeit|freunde|frage|a2","2","gemini_batch_301_450","1"
"367","Arbeit","A1","Bugün ofiste işler gerçekten çok yoğun ve stresli.","Heute ist die Arbeit im Büro wirklich sehr intensiv und stressig.","bugün ofiste işler gerçekten çok yoğun ve stresli","heute ist die arbeit im büro wirklich sehr intensiv und stressig","Kopula","arbeit|alltag|a1","1","gemini_batch_301_450","1"
"368","Arbeit","A2","Bu belgeleri imzalayıp muhasebeye teslim etmeniz gerekiyor.","Sie müssen diese Dokumente unterschreiben und in der Buchhaltung abgeben.","bu belgeleri imzalayıp muhasebeye teslim etmeniz gerekiyor","sie müssen diese dokumente unterschreiben und in der buchhaltung abgeben","Notwendigkeit gerekiyor","arbeit|alltag|a2","2","gemini_batch_301_450","1"
"369","Arbeit","A1","Yıllık iznimi ağustos ayında kullanmak istiyorum, uygun mu?","Ich möchte meinen Jahresurlaub im August nehmen, ist das passend?","yıllık iznimi ağustos ayında kullanmak istiyorum uygun mu","ich möchte meinen jahresurlaub im august nehmen ist das passend","Infinitiv","arbeit|zeit|frage|a1","1","gemini_batch_301_450","1"
"370","Arbeit","A2","Mesai saatleri dışında şirketin bilgisayarını eve götürebilir miyim?","Darf ich den Computer der Firma außerhalb der Arbeitszeiten mit nach Hause nehmen?","mesai saatleri dışında şirketin bilgisayarını eve götürebilir miyim","darf ich den computer der firma außerhalb der arbeitszeiten mit nach hause nehmen","Möglichkeitsform Frage","arbeit|ort|frage|a2","2","gemini_batch_301_450","1"
"371","Schule","A1","Matematik sınavından çok yüksek bir not aldım.","Ich habe eine sehr hohe Note in der Mathematikprüfung bekommen.","matematik sınavından çok yüksek bir not aldım","ich habe eine sehr hohe note in der mathematikprüfung bekommen","Ablativ -den/-dan","schule|a1","1","gemini_batch_301_450","1"
"372","Schule","A2","Tarih öğretmeni bize bu konu hakkında ödev verdi mi?","Hat uns der Geschichtslehrer Hausaufgaben zu diesem Thema gegeben?","tarih öğretmeni bize bu konu hakkında ödev verdi mi","hat uns der geschichtslehrer hausaufgaben zu diesem thema gegeben","Präteritum Frage","schule|frage|a2","2","gemini_batch_301_450","1"
"373","Schule","A1","Kütüphanede ders çalışmak için sessiz bir yer buldum.","Ich habe einen ruhigen Ort gefunden, um in der Bibliothek zu lernen.","kütüphanede ders çalışmak için sessiz bir yer buldum","ich habe einen ruhigen ort gefunden um in der bibliothek zu lernen","Postposition için","schule|ort|a1","1","gemini_batch_301_450","1"
"374","Schule","A2","Yarın okullar tatil olduğu için geç saate kadar uyuyacağım.","Da die Schulen morgen geschlossen sind, werde ich bis spät schlafen.","yarın okullar tatil olduğu için geç saate kadar uyuyacağım","da die schulen morgen geschlossen sind werde ich bis spät schlafen","Futur","schule|zeit|a2","2","gemini_batch_301_450","1"
"375","Schule","A1","Senin en sevdiğin ders hangisi, coğrafya mı?","Was ist dein Lieblingsfach, ist es Geografie?","senin en sevdiğin ders hangisi coğrafya mı","was ist dein lieblingsfach ist es geografie","Fragepronomen","schule|frage|a1","1","gemini_batch_301_450","1"
"376","Schule","A2","Önümüzdeki yıl üniversite sınavına girmeyi planlıyor musun?","Planst du nächstes Jahr an der Universitätsaufnahmeprüfung teilzunehmen?","önümüzdeki yıl üniversite sınavına girmeyi planlıyor musun","planst du nächstes jahr an der universitätsaufnahmeprüfung teilzunehmen","Präsens Frage","schule|zeit|frage|a2","2","gemini_batch_301_450","1"
"377","Schule","A1","Kantinden bir şişe su ve tost alacağım.","Ich werde aus der Kantine eine Flasche Wasser und einen Toast holen.","kantinden bir şişe su ve tost alacağım","ich werde aus der kantine eine flasche wasser und einen toast holen","Futur","schule|essen|a1","1","gemini_batch_301_450","1"
"378","Schule","A2","Kitabımı evde unutmuşum, seninkine birlikte bakabilir miyiz?","Ich habe mein Buch zu Hause vergessen, können wir zusammen in deines schauen?","kitabımı evde unutmuşum seninkine birlikte bakabilir miyiz","ich habe mein buch zu hause vergessen können wir zusammen in deines schauen","Miş-Vergangenheit","schule|problem|frage|a2","2","gemini_batch_301_450","1"
"379","Schule","A1","Okul bahçesinde arkadaşlarımla futbol oynamayı çok seviyorum.","Ich spiele sehr gerne Fußball mit meinen Freunden auf dem Schulhof.","okul bahçesinde arkadaşlarımla futbol oynamayı çok seviyorum","ich spiele sehr gerne fußball mit meinen freunden auf dem schulhof","Instrumental ile","schule|freizeit|a1","1","gemini_batch_301_450","1"
"380","Schule","A2","Yabancı dil öğrenmek için bir dil kursuna yazıldım.","Ich habe mich für einen Sprachkurs angemeldet, um eine Fremdsprache zu lernen.","yabancı dil öğrenmek için bir dil kursuna yazıldım","ich habe mich für einen sprachkurs angemeldet um eine fremdsprache zu lernen","Passiv","schule|alltag|a2","2","gemini_batch_301_450","1"
"381","Familie","A1","Benim kız kardeşim benden iki yaş daha küçük.","Meine jüngere Schwester ist zwei Jahre jünger als ich.","benim kız kardeşim benden iki yaş daha küçük","meine jüngere schwester ist zwei jahre jünger als ich","Komparativ","familie|a1","1","gemini_batch_301_450","1"
"382","Familie","A2","Büyükbabanız nerede yaşıyor, onu sık sık ziyaret eder misiniz?","Wo lebt Ihr Großvater, besuchen Sie ihn oft?","büyükbabanız nerede yaşıyor onu sık sık ziyaret eder misiniz","wo lebt ihr großvater besuchen sie ihn oft","Aorist Frage","familie|ort|frage|a2","2","gemini_batch_301_450","1"
"383","Familie","A1","Hafta sonu bütün aile beraber pikniğe gideceğiz.","Am Wochenende werden wir mit der ganzen Familie zusammen picknicken gehen.","hafta sonu bütün aile beraber pikniğe gideceğiz","am wochenende werden wir mit der ganzen familie zusammen picknicken gehen","Futur","familie|freizeit|a1","1","gemini_batch_301_450","1"
"384","Familie","A2","Annem ve babam otuz yıldır mutlu bir evlilik sürdürüyor.","Meine Mutter und mein Vater führen seit dreißig Jahren eine glückliche Ehe.","annem ve babam otuz yıldır mutlu bir evlilik sürdürüyor","meine mutter und mein vater führen seit dreißig jahren eine glückliche ehe","Präsens -yor","familie|zeit|a2","2","gemini_batch_301_450","1"
"385","Familie","A1","Senin kaç tane amcan ve teyzen var?","Wie viele Onkel und Tanten hast du?","senin kaç tane amcan ve teyzen var","wie viele onkel und tanten hast du","Var/Yok","familie|frage|a1","1","gemini_batch_301_450","1"
"386","Familie","A2","Kuzenimin düğünü için tüm akrabalarımız Ankara'ya gelecek.","Für die Hochzeit meines Cousins werden alle unsere Verwandten nach Ankara kommen.","kuzenimin düğünü için tüm akrabalarımız ankaraya gelecek","für die hochzeit meines cousins werden alle unsere verwandten nach ankara kommen","Futur","familie|ort|a2","2","gemini_batch_301_450","1"
"387","Familie","A1","Kardeşimle televizyon izlerken bazen çok kavga ediyoruz.","Wenn ich mit meinem Bruder fernsehe, streiten wir uns manchmal sehr.","kardeşimle televizyon izlerken bazen çok kavga ediyoruz","wenn ich mit meinem bruder fernsehe streiten wir uns manchmal sehr","Gerundium -ken","familie|alltag|a1","1","gemini_batch_301_450","1"
"388","Familie","A2","Ailenizin tek çocuğu musunuz yoksa kardeşleriniz var mı?","Sind Sie das einzige Kind Ihrer Familie oder haben Sie Geschwister?","ailenizin tek çocuğu musunuz yoksa kardeşleriniz var mı","sind sie das einzige kind ihrer familie oder haben sie geschwister","Konjunktion yoksa","familie|frage|a2","2","gemini_batch_301_450","1"
"389","Familie","A1","Dedem bize her zaman eski güzel hikayeler anlatır.","Mein Opa erzählt uns immer schöne alte Geschichten.","dedem bize her zaman eski güzel hikayeler anlatır","mein opa erzählt uns immer schöne alte geschichten","Aorist","familie|alltag|a1","1","gemini_batch_301_450","1"
"390","Familie","A2","Eşinle ev işlerini nasıl paylaşıyorsunuz, kim yemek yapıyor?","Wie teilt ihr die Hausarbeit mit deinem Partner auf, wer kocht?","eşinle ev işlerini nasıl paylaşıyorsunuz kim yemek yapıyor","wie teilt ihr die hausarbeit mit deinem partner auf wer kocht","Präsens Frage","familie|alltag|frage|a2","2","gemini_batch_301_450","1"
"391","Gesundheit","A1","Başım çok kötü ağrıyor, aspirin almam lazım.","Mein Kopf tut sehr schlimm weh, ich muss Aspirin nehmen.","başım çok kötü ağrıyor aspirin almam lazım","mein kopf tut sehr schlimm weh ich muss aspirin nehmen","Notwendigkeit lazım","gesundheit|problem|a1","1","gemini_batch_301_450","1"
"392","Gesundheit","A2","Doktor reçeteme yazdığı bu ilacı eczaneden aldın mı?","Hast du dieses Medikament, das der Arzt auf mein Rezept geschrieben hat, aus der Apotheke geholt?","doktor reçeteme yazdığı bu ilacı eczaneden aldın mı","hast du dieses medikament das der arzt auf mein rezept geschrieben hat aus der apotheke geholt","Relativsatz -dik","gesundheit|frage|a2","3","gemini_batch_301_450","1"
"393","Gesundheit","A1","Benim bademciklerim şişmiş, bu yüzden yutkunmakta zorlanıyorum.","Meine Mandeln sind geschwollen, deshalb fällt es mir schwer zu schlucken.","benim bademciklerim şişmiş bu yüzden yutkunmakta zorlanıyorum","meine mandeln sind geschwollen deshalb fällt es mir schwer zu schlucken","Miş-Vergangenheit","gesundheit|problem|a1","1","gemini_batch_301_450","1"
"394","Gesundheit","A2","Dişçiden yarın sabah saat dokuz için randevu alabilir miyim?","Kann ich für morgen früh um neun Uhr einen Termin beim Zahnarzt bekommen?","dişçiden yarın sabah saat dokuz için randevu alabilir miyim","kann ich für morgen früh um neun uhr einen termin beim zahnarzt bekommen","Möglichkeitsform Frage","gesundheit|zeit|frage|a2","2","gemini_batch_301_450","1"
"395","Gesundheit","A1","Geçmiş olsun, umarım en kısa zamanda sağlığına kavuşursun.","Gute Besserung, ich hoffe du erlangst deine Gesundheit schnellstmöglich wieder.","geçmiş olsun umarım en kısa zamanda sağlığına kavuşursun","gute besserung ich hoffe du erlangst deine gesundheit schnellstmöglich wieder","Aorist","gesundheit|a1","1","gemini_batch_301_450","1"
"396","Gesundheit","A2","Düzenli spor yapmak ve sağlıklı beslenmek kalp için önemlidir.","Regelmäßig Sport zu treiben und sich gesund zu ernähren ist wichtig für das Herz.","düzenli spor yapmak ve sağlıklı beslenmek kalp için önemlidir","regelmäßig sport zu treiben und sich gesund zu ernähren ist wichtig für das herz","Infinitiv","gesundheit|alltag|a2","2","gemini_batch_301_450","1"
"397","Gesundheit","A1","Ateşin var gibi görünüyor, derece ile ölçelim mi?","Es sieht so aus, als hättest du Fieber, sollen wir es mit dem Thermometer messen?","ateşin var gibi görünüyor derece ile ölçelim mi","es sieht so aus als hättest du fieber sollen wir es mit dem thermometer messen","Optativ Frage","gesundheit|problem|frage|a1","1","gemini_batch_301_450","1"
"398","Gesundheit","A2","Kan tahlili sonuçlarımı öğrenmek için doktoru ne zaman aramalıyım?","Wann sollte ich den Arzt anrufen, um die Ergebnisse meiner Blutuntersuchung zu erfahren?","kan tahlili sonuçlarımı öğrenmek için doktoru ne zaman aramalıyım","wann sollte ich den arzt anrufen um die ergebnisse meiner blutuntersuchung zu erfahren","Notwendigkeit -meli/-malı","gesundheit|frage|a2","2","gemini_batch_301_450","1"
"399","Gesundheit","A1","Midem çok bulanıyor, sanırım yediğim bir şey dokundu.","Mir ist sehr übel, ich glaube etwas, das ich gegessen habe, ist mir nicht bekommen.","midem çok bulanıyor sanırım yediğim bir şey dokundu","mir ist sehr übel ich glaube etwas das ich gegessen habe ist mir nicht bekommen","Präsens -yor","gesundheit|problem|a1","2","gemini_batch_301_450","1"
"400","Gesundheit","A2","Bacağındaki yara ne zaman iyileşecek, doktor ne dedi?","Wann wird die Wunde an deinem Bein heilen, was hat der Arzt gesagt?","bacağındaki yara ne zaman iyileşecek doktor ne dedi","wann wird die wunde an deinem bein heilen was hat der arzt gesagt","Futur Frage","gesundheit|frage|a2","2","gemini_batch_301_450","1"
"401","Zeit","A1","Maç akşam saat tam sekizde mi başlayacak?","Wird das Spiel am Abend genau um acht Uhr beginnen?","maç akşam saat tam sekizde mi başlayacak","wird das spiel am abend genau um acht uhr beginnen","Futur Frage","zeit|freizeit|frage|a1","1","gemini_batch_301_450","1"
"402","Zeit","A2","Geçen sene yaz tatilinde Bodrum'a gidip çok eğlendik.","Letztes Jahr im Sommerurlaub sind wir nach Bodrum gefahren und hatten viel Spaß.","geçen sene yaz tatilinde bodruma gidip çok eğlendik","letztes jahr im sommerurlaub sind wir nach bodrum gefahren und hatten viel spaß","Präteritum","zeit|reise|a2","2","gemini_batch_301_450","1"
"403","Zeit","A1","Gelecek ay yeni bir kursa başlamayı düşünüyorum.","Ich denke daran, nächsten Monat einen neuen Kurs zu beginnen.","gelecek ay yeni bir kursa başlamayı düşünüyorum","ich denke daran nächsten monat einen neuen kurs zu beginnen","Präsens -yor","zeit|schule|a1","1","gemini_batch_301_450","1"
"404","Zeit","A2","Otobüs durağında yaklaşık yarım saattir seni bekliyorum, neredesin?","Ich warte seit etwa einer halben Stunde an der Bushaltestelle auf dich, wo bist du?","otobüs durağında yaklaşık yarım saattir seni bekliyorum neredesin","ich warte seit etwa einer halben stunde an der bushaltestelle auf dich wo bist du","Zeitdauer -dir","zeit|reise|frage|a2","2","gemini_batch_301_450","1"
"405","Zeit","A1","Kışın burada günler çok kısa, hava çabuk kararıyor.","Im Winter sind die Tage hier sehr kurz, es wird schnell dunkel.","kışın burada günler çok kısa hava çabuk kararıyor","im winter sind die tage hier sehr kurz es wird schnell dunkel","Genitiv für Zeiten","zeit|wetter|a1","1","gemini_batch_301_450","1"
"406","Zeit","A2","Dün akşamki filmi izlerken uyuya kalmışım, sonunu göremedim.","Beim Schauen des gestrigen Films bin ich eingeschlafen, ich konnte das Ende nicht sehen.","dün akşamki filmi izlerken uyuya kalmışım sonunu göremedim","beim schauen des gestrigen films bin ich eingeschlafen ich konnte das ende nicht sehen","Miş-Vergangenheit","zeit|freizeit|a2","3","gemini_batch_301_450","1"
"407","Zeit","A1","Saat on iki buçuk, öğle yemeği zamanı geldi.","Es ist halb eins, es ist Zeit für das Mittagessen.","saat on iki buçuk öğle yemeği zamanı geldi","es ist halb eins es ist zeit für das mittagessen","Uhrzeiten","zeit|essen|a1","1","gemini_batch_301_450","1"
"408","Zeit","A2","Toplantıyı yarına erteleyebilir miyiz, bugün zamanım hiç yok.","Können wir das Meeting auf morgen verschieben, ich habe heute gar keine Zeit.","toplantıyı yarına erteleyebilir miyiz bugün zamanım hiç yok","können wir das meeting auf morgen verschieben ich habe heute gar keine zeit","Möglichkeitsform Frage","zeit|arbeit|frage|a2","2","gemini_batch_301_450","1"
"409","Zeit","A1","Bugün günlerden salı mı yoksa çarşamba mı?","Ist heute Dienstag oder Mittwoch?","bugün günlerden salı mı yoksa çarşamba mı","ist heute dienstag oder mittwoch","Konjunktion yoksa","zeit|frage|a1","1","gemini_batch_301_450","1"
"410","Zeit","A2","Zaman ne kadar da hızlı akıp geçiyor, fark ettin mi?","Wie schnell die Zeit doch vergeht, hast du es bemerkt?","zaman ne kadar da hızlı akıp geçiyor fark ettin mi","wie schnell die zeit doch vergeht hast du es bemerkt","Präteritum Frage","zeit|frage|a2","2","gemini_batch_301_450","1"
"411","Ort","A1","Anahtarlarımı masanın üzerinde bıraktığıma çok eminim.","Ich bin mir sehr sicher, dass ich meine Schlüssel auf dem Tisch gelassen habe.","anahtarlarımı masanın üzerinde bıraktığıma çok eminim","ich bin mir sehr sicher dass ich meine schlüssel auf dem tisch gelassen habe","Lokativ -de/-da","ort|alltag|a1","2","gemini_batch_301_450","1"
"412","Ort","A2","Postane hemen şu köşe başındaki büyük binanın yanında mı?","Befindet sich das Postamt gleich neben dem großen Gebäude an der Ecke dort?","postane hemen şu köşe başındaki büyük binanın yanında mı","befindet sich das postamt gleich neben dem großen gebäude an der ecke dort","Genitiv-Possessiv","ort|reise|frage|a2","2","gemini_batch_301_450","1"
"413","Ort","A1","Kedi kanepenin altına saklandı, onu oradan çıkar.","Die Katze hat sich unter dem Sofa versteckt, hol sie da raus.","kedi kanepenin altına saklandı onu oradan çıkar","die katze hat sich unter dem sofa versteckt hol sie da raus","Dativ -e/-a","ort|alltag|a1","1","gemini_batch_301_450","1"
"414","Ort","A2","Eviniz şehir merkezinde mi yoksa daha çok kırsal bir bölgede mi?","Ist Ihr Haus im Stadtzentrum oder eher in einer ländlichen Gegend?","eviniz şehir merkezinde mi yoksa daha çok kırsal bir bölgede mi","ist ihr haus im stadtzentrum oder eher in einer ländlichen gegend","Lokativ Frage","ort|wohnen|frage|a2","2","gemini_batch_301_450","1"
"415","Ort","A1","Arabayı park edecek gölgelik bir yer bulalım lütfen.","Lass uns bitte einen schattigen Ort finden, um das Auto zu parken.","arabayı park edecek gölgelik bir yer bulalım lütfen","lass uns bitte einen schattigen ort finden um das auto zu parken","Optativ","ort|reise|a1","1","gemini_batch_301_450","1"
"416","Ort","A2","Kütüphane okulumuzun tam karşısında yer alıyor, çok yakın.","Die Bibliothek befindet sich genau gegenüber unserer Schule, sie ist sehr nah.","kütüphane okulumuzun tam karşısında yer alıyor çok yakın","die bibliothek befindet sich genau gegenüber unserer schule sie ist sehr nah","Postposition karşı","ort|schule|a2","2","gemini_batch_301_450","1"
"417","Ort","A1","Bana en yakın eczanenin nerede olduğunu söyler misiniz?","Können Sie mir sagen, wo sich die nächste Apotheke befindet?","bana en yakın eczanenin nerede olduğunu söyler misiniz","können sie mir sagen wo sich die nächste apotheke befindet","Objektsatz -dik","ort|gesundheit|frage|a1","2","gemini_batch_301_450","1"
"418","Ort","A2","Dolabın içindeki eşyaları tamamen boşaltıp temizlememiz gerekiyor.","Wir müssen die Sachen im Schrank komplett ausräumen und putzen.","dolabın içindeki eşyaları tamamen boşaltıp temizlememiz gerekiyor","wir müssen die sachen im schrank komplett ausräumen und putzen","Notwendigkeit gerekiyor","ort|alltag|a2","2","gemini_batch_301_450","1"
"419","Ort","A1","Bizim ofisimiz on ikinci katta, manzarası çok güzel.","Unser Büro ist im zwölften Stock, die Aussicht ist sehr schön.","bizim ofisimiz on ikinci katta manzarası çok güzel","unser büro ist im zwölften stock die aussicht ist sehr schön","Ordnungszahlen","ort|arbeit|a1","1","gemini_batch_301_450","1"
"420","Ort","A2","Şehirdeki bu yeni alışveriş merkezine nasıl gidebilirim acaba?","Wie komme ich eigentlich zu diesem neuen Einkaufszentrum in der Stadt?","şehirdeki bu yeni alışveriş merkezine nasıl gidebilirim acaba","wie komme ich eigentlich zu diesem neuen einkaufszentrum in der stadt","Möglichkeitsform Frage","ort|einkaufen|frage|a2","2","gemini_batch_301_450","1"
"421","Fragen","A1","Bu harika elbiseyi nereden ve ne kadara aldın?","Woher und für wie viel hast du dieses wunderbare Kleid gekauft?","bu harika elbiseyi nereden ve ne kadara aldın","woher und für wie viel hast du dieses wunderbare kleid gekauft","Fragewörter","fragen|einkaufen|frage|a1","1","gemini_batch_301_450","1"
"422","Fragen","A2","Neden beni daha önce arayıp haber vermedin?","Warum hast du mich nicht vorher angerufen und Bescheid gesagt?","neden beni daha önce arayıp haber vermedin","warum hast du mich nicht vorher angerufen und bescheid gesagt","Präteritum Negation","fragen|alltag|frage|a2","2","gemini_batch_301_450","1"
"423","Fragen","A1","Bu akşam yemeğinde ne yiyelim, fikrin var mı?","Was sollen wir heute Abend essen, hast du eine Idee?","bu akşam yemeğinde ne yiyelim fikrin var mı","was sollen wir heute abend essen hast du eine idee","Optativ Frage","fragen|essen|frage|a1","1","gemini_batch_301_450","1"
"424","Fragen","A2","Hangi takımın bu sene şampiyon olacağını düşünüyorsun?","Von welcher Mannschaft glaubst du, dass sie dieses Jahr Meister wird?","hangi takımın bu sene şampiyon olacağını düşünüyorsun","von welcher mannschaft glaubst du dass sie dieses jahr meister wird","Objektsatz -ecek","fragen|freizeit|frage|a2","3","gemini_batch_301_450","1"
"425","Fragen","A1","Bu kelimenin Türkçe anlamı tam olarak nedir acaba?","Was ist eigentlich genau die türkische Bedeutung dieses Wortes?","bu kelimenin türkçe anlamı tam olarak nedir acaba","was ist eigentlich genau die türkische bedeutung dieses wortes","Fragewort ne","fragen|schule|frage|a1","1","gemini_batch_301_450","1"
